indice_tiempo,financiamiento_mercado_capitales_ge_on_vcp,financiamiento_mercado_capitales_ge_ff,financiamiento_mercado_capitales_ge_acciones,financiamiento_mercado_capitales_ge_cdcp,financiamiento_mercado_capitales_ge_total,financiamiento_mercado_capitales_pymes_on_vcp,financiamiento_mercado_capitales_pymes_ff,financiamiento_mercado_capitales_pymes_acciones,financiamiento_mercado_capitales_pymes_cdcp,financiamiento_mercado_capitales_pymes_pagares,financiamiento_mercado_capitales_pymes_total,financiamiento_mercado_capitales_total_general,tasa_interes_vdf_senior,tasa_interes_cpdp,tasa_interes_cpda,emisiones_ge_on,emisiones_ge_ff,emisiones_ge_acc,emisiones_ge_cpd,emisiones_ge_total,emisiones_pymes_on,emisiones_pymes_ff,emisiones_pymes_acc,emisiones_pymes_cpd,emisiones_pymes_pag,emisiones_pymes_total,emisiones_totales_ge_pymes,eff_agropecuarios,eff_estructurados,eff_creditos_comerciales,eff_flujos_futuros,eff_inmobiliario_hipotecario,eff_leasing,eff_prendarios,eff_obras_publicas,eff_prestamos_personales_consumo,eff_tarjetas_credito,eff_innovacion_financiera,eff_financiacion_exportaciones,act_financieras_seguros,actividades_inmobiliarias,agricultura_ganaderia,alimentos_bebidas,bancos,calzado_indumentaria,comercio,construccion,distribucion_energia_electrica,distribucion_de_gas,editoriales_imprentas,equipamiento_hogar,generacion_energia_electrica,grupos_concesionarios,holdings,industria_automotriz,industria_petroleo_gas,industria_farmaceutica,industria_metalurgica_siderurgica,industria_quimica_petroquimica,manufacturas_origen_agropecuario,manufacturas_origen_industrial,manufacturas_actividades_empresariales,manufacturas_papel_celulosa,manufacturas_servicios_informaticos,manufacturas_tecnologia,manufacturas_telecomunicaciones,manufacturas_transporte_energia_electrica,manufacturas_transporte_gas,manufacturas_transporte_pasajeros_peajes
2011-05-01,462375063.8392613,739037631.5353183,,1257043.0218752725,1202669738.3964548,,8190632.0,,25155194.10247298,,33345826.10247298,1236015564.4989278,0.13189480864,0.18069714,0.11366173,11.0,20.0,,110.0,141.0,,2.0,,4336.0,,4338.0,4479.0,0.01418493854856577,,0.0061790418877041425,,,0.00719122305945557,,0.6590920453615917,0.3004174186319936,0.012935332510689321,,,0.10276221632808726,,,,0.844228618081443,,0.015863665450032313,,0.037145500140437354,,,,,,,,,,,,,,,,,,,,,
2011-06-01,125571689.16643265,237744843.8867802,,1188056.9372101277,364504589.990423,,1446111.9512195121,,31246150.165193763,,32692262.116413273,397196852.1068363,0.13334382811,0.17199373999999998,0.10325986000000001,5.0,16.0,,100.0,121.0,,1.0,,4469.0,,4470.0,4591.0,,,,,,0.03962022102124903,,,0.7169532548668922,0.24342652411185872,,,0.19427839018635987,,,,0.14523243406161304,,0.07778831226092096,,,,,,,,,,0.5827008634911062,,,,,,,,,,,,,
2011-07-01,58471769.09435578,656165332.6302325,,1059910.6312935709,715697012.3558818,3616636.5280289333,9921000.0,,34688145.69858637,,48225782.2266153,763922794.5824971,0.14004192417,0.15532759000000002,0.11715818,5.0,13.0,,61.0,79.0,1.0,1.0,,4761.0,,4763.0,4842.0,0.014894465648055102,,,,,,,0.7252690286137347,0.23384228537833587,0.02599422035987448,,,0.7472324976507184,,,,0.19451771333029877,,,,,,,,,,,,,,,,,,0.05824978901898277,,,,,,,
2011-08-01,217996329.98542196,463513863.71543074,33114694.925373133,1688115.877962408,716313004.5041881,,,6361791.044776119,33326693.980713695,,39688485.025489815,756001489.5296779,0.14215481257,0.14487212,0.12842153,9.0,20.0,1.0,83.0,113.0,,,1.0,4575.0,,4576.0,4689.0,,,,,,0.06219413809031022,,0.3400197174982563,0.4964882406921185,0.10129790371931492,,,0.3292660501871344,,,,0.2095564611518268,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-01,193783982.92635205,327026238.22846067,,2189041.4756631204,522999262.6304758,12536962.31153485,8406000.0,,28822709.274269365,,49765671.58580422,572764934.21628,0.14861608724,0.16478753000000002,0.140934,8.0,21.0,,82.0,111.0,6.0,2.0,,4769.0,,4777.0,4888.0,0.025060203051427414,,0.01534059750428744,0.01636752659024991,,,,,0.844127790457825,0.09910388239621011,,,0.3002639901474611,,0.3392772358583875,0.019238492636538665,0.2420970459655978,0.009215577240869535,0.0575973577554346,0.009204638870257227,,,,,,,,,,,,0.017289480339309705,0.005816181186143785,,,,,,,,0.46117748866103875,
2011-10-01,71591432.93606499,166325357.16959128,9584481.603773585,1399994.0280143858,248901265.73744425,,1486527.9056047197,,29879818.114707544,,31366346.020312265,280267611.75775653,0.20819137857,0.21144183000000003,0.18171423999999997,5.0,11.0,1.0,73.0,90.0,,1.0,,4553.0,,4554.0,4644.0,,,,,,0.013674098943865272,,,0.8657979571673425,0.12052794388879234,,,0.364099696443829,,,,0.29766692769348946,,,,0.18353094720917265,,,,,,,,0.15470242865350897,,,,,,,,,,,,,
2011-11-01,27039115.537635185,392917321.4813937,,1148374.0705251694,421104811.0895541,1876832.84457478,9121565.982404694,,30975548.899907865,,41973947.72688734,463078758.8164414,0.24780989494,0.21795269,0.16504806,2.0,17.0,,102.0,121.0,1.0,2.0,,5225.0,,5228.0,5349.0,0.01814252359022555,,0.00454574430332751,,,0.023212528175580727,,0.34288789224225685,0.5665353860501089,0.04467592563850031,,,0.9350935055019856,,,,,,,,,,,,,,,,,0.06490649449801442,,,,,,,,,,,,
2011-12-01,115983286.84594181,387130296.7620753,,2402198.4272333286,505515782.0352504,2835488.305886357,10444000.0,,32998160.73442378,,46277649.04031014,551793431.0755606,0.25078011131,0.25481362,0.17002508,7.0,18.0,,155.0,180.0,2.0,2.0,,4931.0,,4935.0,5115.0,0.017322236596026098,,,,,0.024137957716215557,,,0.8613951660319955,0.09714463965576291,,,0.9761360247800641,,0.011757175773734327,,,,,0.012106799446201523,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,150041743.779882,197922412.73232245,,2672784.6785383904,350636941.19074285,,10826000.0,,30911168.26318224,,41737168.26318224,392374109.4539251,0.18207132571999998,0.24357651,0.16881709,7.0,15.0,,196.0,218.0,,1.0,,5298.0,,5299.0,5517.0,0.05186147218222037,,,,0.005387761378511093,,,0.06106026819735331,0.7448509948558181,0.13683950338609716,,,0.5383285566572948,,,,0.4616714433427051,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-01,115784386.3204079,235713647.26333627,,1279425.9151376146,352777459.49888176,,,,22447259.153669726,,22447259.153669726,375224718.6525515,0.15447090696,0.22529561999999997,0.15721014,7.0,14.0,,111.0,132.0,,,,3575.0,,3575.0,3707.0,,,,,,,,0.09350475068888332,0.7779607945785669,0.12853445473254974,,,,0.596103627305002,0.09659160751650302,,0.19820408727721767,,0.09904521907230228,,,,,,,,,,,,,,,0.010055458828974993,,,,,,,,
2012-03-01,128518682.2300623,149069590.36629015,,1187624.2436753137,278775896.84002775,,,,30596637.83114292,,30596637.83114292,309372534.67117065,0.14235783863,0.19588755,0.14014705,7.0,11.0,,84.0,102.0,,,,4588.0,,4588.0,4690.0,,,,,,,,,0.7484468303469207,0.2515531696530791,,,0.4822265356017394,,0.17938835539845613,,,,,,,0.16135651898311593,,,0.1770285900166886,,,,,,,,,,,,,,,,,
2012-04-01,147350473.68114483,343060590.45889443,,2123332.657446382,492534396.79748565,3948804.0770101924,,,21648476.08819403,,25597280.165204223,518131676.9626899,0.13121786805,0.19902787,0.1327465,8.0,18.0,,157.0,183.0,2.0,,,3443.0,,3445.0,3628.0,,0.009496627250825434,,,,0.024187219123912685,0.01494413459006136,,0.7978677682385396,0.1535042507966611,,,0.973900707686641,,0.015320628322530505,,,,,,,,,,,,,,,,,,,0.010778663990828549,,,,,,,,
2012-05-01,295033956.5525592,493552535.2459952,,1497137.2012787065,790083628.9998331,1788708.7758524315,,,34186760.90300645,,35975469.67885888,826059098.678692,0.13210785284,0.19228009000000001,0.13230309,14.0,21.0,,144.0,179.0,1.0,,,5043.0,,5044.0,5223.0,0.00631381644305823,,,,,,0.008633639796257087,0.46803528196824196,0.4796897509389703,0.037327510853472474,,,0.22372221747157645,,,,0.3919301071725266,,,0.006026186625180263,0.21224794248880996,,,,,,,,0.024695239878895617,,,,,0.14137830636301119,,,,,,,,
2012-06-01,175238857.92006755,118030340.72657341,,1293857.4794398756,294563056.1260808,3345227.475468332,,,44953484.25650145,,48298711.73196978,342861767.8580506,0.13603110278,0.19422275,0.13060867,9.0,8.0,,113.0,130.0,1.0,,,5310.0,,5311.0,5441.0,,,0.045093856859921524,,,,,,0.6885849354641128,0.2663212076759656,,,0.12471276414536392,,0.47646743145261716,0.01873194617571423,0.14819695072304925,,0.057042220294441566,,,,,,,,,,,,0.17484868720881386,,,,,,,,,,,
2012-07-01,89920378.81412953,218989019.30513352,,1426049.1139073719,310335447.23317045,1876379.6909492272,7671873.29328236,,44170484.37534312,,53718737.359574705,364054184.5927452,0.1524226521,0.21444828999999999,0.13666383,11.0,14.0,,115.0,140.0,1.0,1.0,,5646.0,,5648.0,5788.0,,,,,,0.03384736204526875,,,0.9100200370422403,0.056132600912490886,,,0.5234608010798881,0.009679772558419899,0.21787261691700668,,0.24898680944468551,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,146565115.829105,437760316.55387944,,1360425.9788020703,585685858.3617865,8554384.329334777,,,46214171.455361106,,54768555.78469588,640454414.1464823,0.16396677751,0.21471946,0.16822567,13.0,17.0,,105.0,135.0,4.0,,,5476.0,,5480.0,5615.0,,,,,,,,0.43260887942247106,0.4552221055740642,0.11216901500346473,,,0.5132298276988752,0.08240283697446801,,,0.3191604229360702,,0.07739698610643489,,,,,,,,,0.007809926284151626,,,,,,,,,,,,,,
2012-09-01,479031073.4399716,310521734.29317003,,1321640.5544882452,790874448.28763,2143622.7224008576,13437000.0,,38042427.740637876,,53623050.463038735,844497498.7506686,0.16490575113999997,0.21975845,0.18250194,11.0,16.0,,116.0,143.0,2.0,2.0,,4920.0,,4924.0,5067.0,0.04147750493382296,,0.01584690607172149,,,0.028057088048114437,,0.03618001267677526,0.7882569788678718,0.0901815094016941,,,0.116555747070913,,0.06234741818151737,0.001113744519141075,,,,0.14982454991680894,,,,,,,,,0.6668173067541965,0.0033412335574232246,,,,,,,,,,,,
2012-10-01,536142193.7390381,200165749.5912369,21082649.336870026,1079338.7754866728,758469931.4426318,421496.3119072708,12514211.640211642,,33805080.22330265,,46740788.17542156,805210719.6180534,0.16881095003,0.23416825,0.18385556,11.0,12.0,1.0,104.0,128.0,1.0,2.0,,4683.0,,4686.0,4814.0,0.0835770060246091,,,,,,,,0.8522325723897286,0.06419042158566235,,,0.07308020196799643,,,0.0005302667210222986,0.051607286096683545,,,,,,,,,,,,0.8747822452142977,,,,,,,,,,,,,
2012-11-01,463583088.5850235,298497457.2512712,,510344.5822046259,762590890.4184992,,5447073.4744707355,,34135979.824963525,,39583053.29943426,802173943.7179335,0.16736760281,0.24038029000000002,0.18829894,21.0,16.0,,52.0,89.0,,1.0,,4851.0,,4852.0,4941.0,0.017921274850593683,,,,,,0.012633019464461357,,0.7265460861519413,0.24289961953300368,,,0.30170242123853536,,,0.18196168292469525,0.17840734040858028,,,,,,,,,,,,0.33792855542818906,,,,,,,,,,,,,
2012-12-01,1143179767.147845,379420407.4655875,,1046235.4866476748,1523646410.10008,6693468.396199578,13410600.81466395,4480398.941583553,29163086.991986554,,53747555.14443363,1577393965.2445138,0.17051986375999997,0.24604101,0.19940833000000002,9.0,20.0,,107.0,136.0,4.0,2.0,1.0,4328.0,,4335.0,4471.0,0.0221548422007233,,,0.04021605245085196,,0.019488280337590688,,,0.7941313703124604,0.12400945469837357,,,0.023126358567845322,,,,0.0463004495579153,,,0.0020268370612034035,,,,0.005763763569067308,,,,,0.8818803474447845,,0.03542149667602445,,,0.005480747123159619,,,,,,,,
2013-01-01,485181476.05672836,190314626.0525651,,2082654.4459036267,677578756.5551971,1000000.0,23520500.0,,29569484.976260234,,54089984.97626023,731668741.5314573,0.16490704250375604,0.26102806,0.18566575,12.0,14.0,,145.0,171.0,1.0,3.0,,4222.0,,4226.0,4397.0,0.1873539490477776,,,,,,,,0.7443796901792115,0.06826636077301086,,,0.19740619810528912,,,0.15560606688010603,,,,,,0.6469877350146048,,,,,,,,,,,,,,,,,,,,
2013-02-01,459260187.3685275,243740239.43200698,,1250456.4974002428,704250883.2979348,2184608.974667145,,,27747305.12381218,,29931914.098479323,734182797.396414,0.15440816020965,0.23637118999999998,0.17483192,19.0,13.0,,117.0,149.0,2.0,,,4193.0,,4195.0,4344.0,,,,,,0.24950498552298558,,,0.6321149229387374,0.11838009153827701,,,0.3675322271674517,,0.2160566409592606,0.09135322433812444,0.10718553592970698,,,0.14202364543633691,,0.07584872616911932,,,,,,,,,,,,,,,,,,,,
2013-03-01,673278323.9534612,203309400.71785986,,2686893.7227138644,879274618.3940349,,,,26430721.297935106,,26430721.297935106,905705339.69197,0.1531,0.24552642,0.16900649,19.0,11.0,,198.0,228.0,,,,3324.0,,3324.0,3552.0,,,,,,,,,0.8600534902382018,0.13994650976179826,,,0.08696766161197861,,0.0218996620473971,,,,,,,0.17566405421389328,,,0.024838632232824277,,,,0.6642928165344428,,,,,0.026337173359463943,,,,,,,,
2013-04-01,828483186.6845576,281884910.69819987,,1122322.4423898342,1111490419.8251472,1444390.9484833896,,,34255118.58894487,,35699509.53742826,1147189929.3625755,0.15302858325688906,0.23895835999999998,0.15294688,17.0,13.0,,99.0,129.0,1.0,,,4235.0,,4236.0,4365.0,,,0.015395204546364448,,,,,,0.8792763334325616,0.10532846202107381,,,0.13464017747817839,,,0.0017403819169412376,0.1513939182652429,0.009372285182918685,,,,,,,,,,,0.7028532371567189,,,,,,,,,,,,,
2013-05-01,362917044.7486652,329393584.22369987,,1548124.4390476602,693858753.4114128,,,,38132669.141766764,,38132669.141766764,731991422.5531796,0.17219294811791036,0.24248552,0.15828042,20.0,20.0,,156.0,196.0,,,,5450.0,,5450.0,5646.0,,,0.03563931560664415,,,,,,0.8087778513242221,0.15558283306913365,,,0.39241829877242773,,0.08817594203123037,,0.3194587949566009,,,,,,,,0.041963312726547575,,,,0.15798365151319346,,,,,,,,,,,,,
2013-06-01,667036381.8821292,222177279.28886,,913276.4328941201,890126937.6038833,,1355534.7091932457,,42962827.627727725,,44318362.33692097,934445299.9408042,0.1699569941010654,0.2330754,0.16037030000000002,11.0,15.0,,100.0,126.0,,1.0,,5484.0,,5485.0,5611.0,0.00606414192595925,,0.018150678021878714,,,,0.011603741991966943,,0.8617970228461816,0.10238441521401334,,,0.032093551624994,,0.05708006260504664,,,,,,,,,,0.022487529027540545,,,,0.780704163301209,,0.10763469344120996,,,,,,,,,,,
2013-07-01,514075717.0232173,326597613.9401351,,1554543.0331009724,842227873.9964534,4434714.382149452,,,58121258.969153054,,62555973.351302505,904783847.3477559,0.1751219924903716,0.23355682000000003,0.14888655,25.0,18.0,,192.0,235.0,2.0,,,6179.0,,6181.0,6416.0,,,,,0.08407077421079262,0.07033939030238749,,,0.7241107829940753,0.12147905249274453,,,0.18300609812489868,0.0357665500488222,,0.3397945488314176,0.18892828611370804,0.0031980494838050265,,,,0.03194197261395458,,,,,,,0.2120097474215701,,,0.00535474736182378,,,,,,,,,,
2013-08-01,283473507.74742246,322898087.9281675,,2122652.612276215,608494248.2878662,4584127.88209955,5761000.0,,56053140.65396421,,66398268.53606376,674892516.82393,0.17608221063635204,0.24966618000000002,0.18016035,14.0,20.0,,185.0,219.0,2.0,1.0,,6399.0,,6402.0,6621.0,0.017528801763300503,,0.016506328263252188,,,0.105942693291053,0.009901766298925852,,0.801622208908034,0.04849820147543438,,,0.3958773279852493,,0.10297989921482223,,0.48535561875897426,,,0.009268982345906408,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,73345778.94139713,247246375.72024605,,1574510.3192076448,322166664.9808508,4029012.840813482,7262812.76962899,,56598214.72014871,,67890040.33059119,390056705.311442,0.20160539556455795,0.25675297,0.20705283000000002,6.0,12.0,,128.0,146.0,2.0,2.0,,6002.0,,6006.0,6152.0,0.028536544447462734,,,,,,,0.03823478752657042,0.9109616080889874,0.022267059936979448,,,0.5385295171602869,,0.12207694656245908,0.33939353627725405,,,,,,,,,,,,,,,,,,,,,,0.006518171695047772,,,,
2013-10-01,392168527.3761464,1657400937.5010521,,1141099.4012171393,2050710564.2784157,2046384.7203274216,6249500.0,,50207166.265898734,,58503050.98622616,2109213615.2646418,0.1855843822267003,0.26794229,0.23462111,16.0,16.0,,111.0,143.0,1.0,1.0,,6471.0,,6473.0,6616.0,0.003756498275796022,,,,0.8637779196608915,0.005329022067376026,,,0.10174976842715805,0.025386791568778398,,,0.2149865583632562,0.0051910383334931335,0.026128968916398054,0.14602664057427198,0.06899082177900027,,,,,,,,,,,,0.5386759720335804,,,,,,,,,,,,,
2013-11-01,539060907.4955567,316407176.2745433,90797546.01226994,1069073.6375995001,947334703.4199694,,,,46193449.40468334,,46193449.40468334,993528152.8246528,0.20346682033990074,0.28308245,0.23524793,19.0,19.0,1.0,101.0,140.0,,,,5605.0,,5605.0,5745.0,,,0.013183053577171831,,,,0.00666652363060035,,0.89506288278069,0.08508754001153794,,,0.14089955915401944,,0.2791743151432186,0.11048399047149407,0.40716507458300805,,,,,,,,,,,,0.06227706064826006,,,,,,,,,,,,,
2013-12-01,229451518.02955848,317497926.7601636,,1476356.7009623027,548425801.4906844,10413979.549518948,15469203.706563707,,39816735.6779178,,65699918.934000455,614125720.4246849,0.21644583790233643,0.28653565000000003,0.22617833,9.0,21.0,,152.0,182.0,4.0,4.0,,5356.0,,5364.0,5546.0,0.04043942710238639,,0.02382429516848288,,,,0.03941862205981788,0.03206087579045353,0.5798734400324115,0.16425136182227743,,0.12013197802417049,0.1292481269745049,,,0.33902290178381356,0.22114773134644305,,,,,,,,0.10422507718834448,,,,0.09702877628084822,0.02429543061824026,0.07923720248150373,,,0.005794753326301779,,,,,,,,
2014-01-01,69280145.86605598,99898466.07444721,14897206.703910613,750964.9366130027,184826783.5810268,1124733.5203956957,7039975.054568132,,42344757.313344926,,50509465.888308756,235336249.46933556,0.20426994654806857,0.29457178,0.25425193,11.0,10.0,1.0,121.0,143.0,2.0,1.0,,6054.0,,6057.0,6200.0,,,0.019385512708393553,,,0.06583203364704736,,,0.5448973607769152,0.3698850928676438,,,0.4172888081372736,,,,0.49430872524053787,,,,,0.08840246662218848,,,,,,,,,,,,,,,,,,,,
2014-02-01,518939619.9235834,575510284.4714637,,694763.3216582821,1095144667.7167056,,9762000.0,,33866673.12360696,18239.65574823378,43646912.77935519,1138791580.4960608,0.2383282134654061,0.37607433999999995,0.31722618,17.0,23.0,,87.0,127.0,,1.0,,5509.0,1.0,5511.0,5638.0,0.016679416160660467,,,,,0.010298545165936153,,0.5804787653103272,0.3398930310862324,0.05265024227684396,,,0.13770949627564785,0.053811556909858095,,,0.22308505125722072,,,,,,,,,,,,0.09313719325033326,,,,,,,,,,,,,
2014-03-01,201938675.7561157,186602552.3883405,624609.6189881323,576327.6483208793,389742165.4117652,,,,20744414.174544565,,20744414.174544565,410486579.5863098,0.2682133124841943,0.35224555,0.27851015,11.0,16.0,1.0,100.0,128.0,,,,3469.0,,3469.0,3597.0,,0.02036990878826898,,,,,,,0.8519179543661144,0.1277121368456167,,,0.14289964163230773,,0.04429302992346178,0.14788506413015803,,,,0.03241902065264725,,,,,0.037809683715756603,,,,0.5531487099876009,,0.04154484995806779,,,,,,,,,,,0.4922567023069401
2014-04-01,1151291263.4434726,234866847.59525296,,1762373.863835103,1387920484.9025607,1249219.2379762647,,,28293520.844472203,,29542740.082448468,1417463224.9850092,0.2752396829237711,0.36617721000000003,0.24906913,12.0,17.0,,180.0,209.0,1.0,,,4313.0,,4314.0,4523.0,,0.07877089569878501,0.033462502520764596,,,,,,0.7435644643422731,0.14420213743817736,,,0.08345900449447236,,0.013900212509091795,,0.021665957566765023,,,,,,,,,,,,0.8809748254296709,,,,,,,,,,,,,
2014-05-01,175189420.26580867,158085066.93725333,26383706.39034952,997193.6244582188,360655387.2178697,,,,42899655.99913005,,42899655.99913005,403555043.21699977,0.26604223558111584,0.34389754000000006,0.18913565,18.0,14.0,1.0,154.0,187.0,,,,5089.0,,5089.0,5276.0,,0.05822113899835063,,,,,,,0.8171388833097348,0.12463997769191462,,,0.28366243210243103,0.04674088444937108,,,0.6172982519448339,0.035388141663533025,,,,,,,,,,,,,,,,0.016910289839830957,,,,,,,,
2014-06-01,251191371.76802957,174168896.22141063,,874888.6230123336,426235156.6124525,,9478955.453149002,,56000921.45418758,,65479876.90733658,491715033.5197891,0.2689601652818679,0.32360385,0.19379784,10.0,13.0,,105.0,128.0,,3.0,,5795.0,,5798.0,5926.0,,0.07428322407872032,,0.021794206857700546,,0.1930194089298558,,,0.4587998015840331,0.03429520214999788,,0.21780815639969242,,,,,0.1174850083592063,,,,,0.02615535698442409,,,,,,,0.846572226026158,,,,,0.009787408630211486,,,,,,,,
2014-07-01,336134364.9141751,183009385.97380468,,1150021.976923184,520293772.8649029,2793954.897823563,,,73665233.71664788,,76459188.61447144,596752961.4793744,0.25437195407506064,0.33212692,0.17978462,22.0,14.0,,138.0,174.0,2.0,,,6673.0,,6675.0,6849.0,,0.02683674857507691,,,,,0.017774572908364407,,0.6771738069494289,0.2782148715671299,,,0.19885704239238974,,0.025307480958681298,0.1808998389791384,0.5034949138451719,0.0032702769359994133,,0.02881918806863228,,0.01866828951770588,,,,,,,0.03570974832293,,,,,0.0049732209793513955,,,,,,,,
2014-08-01,170193073.83044842,188820609.1210463,,1049864.2202496284,360063547.17174435,,,,66128593.25613181,,66128593.25613181,426192140.4278762,0.23703626434984712,0.36011481,0.23474986,9.0,15.0,,155.0,179.0,,,,6369.0,,6369.0,6548.0,,,0.09177746087798659,,,0.03874319299753214,,,0.7971589082896846,0.07232043783479669,,,0.3892162100867818,,,,0.09407183021126635,,,,,,0.06635070648137288,0.02484431190153808,,,,,0.4255169413190408,,,,,,,,,,,,,
2014-09-01,462111213.35621244,265268274.91477606,,1031813.8964870371,728411302.1674755,1774622.892635315,5050000.0,,80773678.19749786,203411.99881129275,87801713.08894446,816213015.2564199,0.2457474410272505,0.36652644,0.25756519,23.0,22.0,,149.0,194.0,1.0,1.0,,8108.0,2.0,8112.0,8306.0,0.01868168181227158,0.012835798433434192,0.08009501988245657,,,,0.08715875902799386,,0.5344822623414156,0.044785902515042976,,0.2219605759873851,0.18793560435514597,,0.11672107770584107,,0.11075813030966868,0.014952592738683606,,0.02867573429597502,,,,,0.07141377412152783,,,,0.4476392660671186,,,,,0.021903820406039224,,,,,,,,
2014-10-01,441934725.38255733,206157440.62069947,,898796.9516103105,648990962.9548671,2270205.795184049,10310758.377425043,,64403747.362842314,,76984711.53545141,725975674.4903185,0.24897125332156086,0.38516694,0.24558597,22.0,16.0,,122.0,160.0,2.0,1.0,,6966.0,,6969.0,7129.0,,,,,,0.12053292253803109,,,0.8350827967291214,0.04438428073284747,,,0.2164257775538829,,0.04502426379413002,0.053125974978324504,0.2254365864308204,,,0.19609417610257449,,,,,0.16261166475449862,,0.0798298962725246,,0.02032539100715229,,,,,,,,,,,,,
2014-11-01,263601639.3291329,134494308.3043518,,1087669.9432485322,399183617.57673323,3863812.0067570936,11730205.278592374,,49587317.688845396,,65181334.97419486,464364952.5509281,0.2466978672158947,0.41104224,0.24283054,19.0,12.0,,146.0,177.0,3.0,1.0,,5454.0,,5458.0,5635.0,0.08022051153508233,,0.044281220989168354,,,,,,0.7121141971704021,0.16338407030534716,,,0.176005667071384,,0.059659583897645564,,0.31508125622246547,,,,,,,,0.035137039766321564,,,,0.39093470444009376,,,,,0.02318174860208961,,,,,,0.0011262691060921284,,
2014-12-01,104173146.66961905,533672771.0333827,,1050554.2375953917,638896471.9405972,1285797.7790765634,,,51156595.80830968,,52442393.58738624,691338865.5279834,0.27023524037725416,0.37596083999999996,0.2522955,11.0,24.0,,152.0,187.0,1.0,,,5801.0,,5802.0,5989.0,,,0.026055889080215548,,0.5475766871262515,0.009930435734592855,0.01542671196624538,,0.3337345570391198,0.06727571905357492,,,0.4268995110517143,,0.1662600187208079,,0.10862321223092784,,,0.012192401372859247,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,104666011.80429088,94015787.17097421,,1104695.1080621295,199786494.0833272,,,,43215535.90976612,,43215535.90976612,243002029.9930933,0.2614761728685837,0.39892509,0.25676097999999997,9.0,7.0,,156.0,172.0,,,,4877.0,,4877.0,5049.0,,0.154701670232153,,,,,,,0.7372654692162859,0.10803286055156114,,,0.5712388835476337,,,,0.34766447833893044,,0.0567532246587965,,,0.024343413454639203,,,,,,,,,,,,,,,0.11971623807279787,,0.1663086185508929,,,
2015-02-01,641492130.8560157,122127224.42130196,,814240.8815867283,764433596.1589043,1146131.8051575932,,,32950976.610525977,,34097108.41568357,798530704.5745878,0.25665429853677574,0.3941281,0.26631576,15.0,9.0,,115.0,139.0,1.0,,,3915.0,,3916.0,4055.0,,,,,,,,0.07784854401265062,0.7775539541058808,0.1445975018814686,,,0.07084636462730366,,,,0.14008484937557938,,,,,,,,0.012301425041021299,,,,0.774983882019732,,,,,0.001783478936363743,,,,,,,,
2015-03-01,241982108.37874916,154202237.95317683,,1499491.1596533423,397683837.49157935,915292.7799886299,,,40084060.83306059,,40999353.613049224,438683191.10462856,0.2664367710171656,0.39491793000000003,0.25626033,12.0,12.0,,199.0,223.0,1.0,,,5026.0,,5027.0,5250.0,,,,,,,,,0.8980618504702864,0.10193814952971354,,,0.027289717318117572,,0.22426135078981793,,,,,,,,,,0.04276709865501414,,,,0.7056818332370504,,,,,,,,,,,,,
2015-04-01,1801377592.629878,161675348.29891735,7514734.820672127,1765727.5230928438,1972333403.2725601,,,,35487355.739929214,,35487355.739929214,2007820759.0124893,0.262549797480159,0.36913648000000004,0.24899484000000002,13.0,17.0,1.0,289.0,320.0,,,,5279.0,,5279.0,5599.0,,0.19591756127611365,0.01762791934569214,,,,0.02604507350986271,,0.5611339643757275,0.19927548149260416,,,0.040722021106590754,,,,0.009387779556953118,,,,,,,,,,0.016353198902184774,,0.9335370004342713,,,,,,,,,,,,,
2015-05-01,231960407.7881171,189097209.52599615,,1258954.023232436,422316571.3373457,765764.4096250699,,,43541196.71953535,,44306961.12916042,466623532.4665061,0.257986852766042,0.36998382,0.24170729000000002,19.0,13.0,,178.0,210.0,2.0,,,5111.0,,5113.0,5323.0,,0.03135678743038438,,,,0.027362505786853335,,,0.8067266886367285,0.13455401814603385,,,0.31274946391519254,0.06532829017339419,0.1500850872829385,,0.43820197021891605,0.03363518840955868,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,257231025.19885007,188797329.90415463,,1981869.4509868966,448010224.5539916,515539.01494189264,8566079.295154186,,76157897.69005363,,85239516.00014971,533249740.55414134,0.2589104761982917,0.39031784,0.18802072,9.0,17.0,,207.0,233.0,1.0,1.0,,7892.0,,7894.0,8127.0,,0.0733112832575164,0.14946043840566062,,,0.043402570567189935,0.03838951116876354,,0.6954361966008695,,,,0.4409056616713299,,,0.2144709859679042,0.2661433864166824,,,,,,0.07847996594408359,,,,,,,,,,,,,,,,,,,
2015-07-01,419393846.6251431,312955907.8812867,,1193098.8027553027,733542853.3091851,,,,83708597.77170347,,83708597.77170347,817251451.0808886,0.2618529141030541,0.35090196,0.19571606,24.0,20.0,,168.0,212.0,,,,8329.0,,8329.0,8541.0,,0.01739158837356725,,,,,,,0.670986790931119,0.18751818269815726,,0.12410343799715637,0.22409615011691578,,,0.07727879927343502,0.25715780714230596,,,0.13802777619610776,,0.006344852270516051,,,0.033913694401605375,,,,0.2288340058021489,0.005214638799355228,,,,0.01299397052318898,,,,,,,,
